"x";"y";"z"
0.38647;0.226985;0.765755
0.430973;0.119945;0.765755
0.437073;0.121642;0.750009
0.391939;0.230197;0.750009
0.38647;0.226985;0.765755
0.437073;0.121642;0.750009
0.426127;-0.118596;0.793673
0.440746;0;0.783205
0.441668;0;0.793673
0.431936;-0.120212;0.797164
0.426127;-0.118596;0.793673
0.441668;0;0.793673
0.425236;0.118348;0.783205
0.430973;0.119945;0.765755
0.38647;0.226985;0.765755
0.453011;0;0.750009
0.44669;0;0.765755
0.430973;-0.119945;0.765755
0.437073;-0.121642;0.750009
0.453011;0;0.750009
0.430973;-0.119945;0.765755
0.381327;-0.223964;0.783205
0.38647;-0.226985;0.765755
0.430973;-0.119945;0.765755
0.425236;-0.118348;0.783205
0.440746;0;0.783205
0.426127;-0.118596;0.793673
0.382124;-0.224433;0.793673
0.425236;-0.118348;0.783205
0.426127;-0.118596;0.793673
0.387332;-0.227491;0.797164
0.382124;-0.224433;0.793673
0.426127;-0.118596;0.793673
0.441668;0;0.793673
0.425236;0.118348;0.783205
0.426127;0.118596;0.793673
0.447686;0;0.797164
0.441668;0;0.793673
0.426127;0.118596;0.793673
0.426127;0.118596;0.793673
0.425236;0.118348;0.783205
0.381327;0.223964;0.783205
0.425236;0.118348;0.783205
0.38647;0.226985;0.765755
0.381327;0.223964;0.783205
0.312929;-0.312929;0.783205
0.38647;-0.226985;0.765755
0.381327;-0.223964;0.783205
0.313584;-0.313584;0.793673
0.312929;-0.312929;0.783205
0.381327;-0.223964;0.783205
0.313584;-0.313584;0.793673
0.381327;-0.223964;0.783205
0.382124;-0.224433;0.793673
0.317858;-0.317858;0.797164
0.313584;-0.313584;0.793673
0.382124;-0.224433;0.793673
0.381327;0.223964;0.783205
0.38647;0.226985;0.765755
0.31715;0.31715;0.765755
0.372103;0.218547;0.750806
0.30536;0.30536;0.750806
0.391939;0.230197;0.750009
0.30536;0.30536;0.750806
0.321638;0.321639;0.750009
0.391939;0.230197;0.750009
0.31715;0.31715;0.765755
0.391939;0.230197;0.750009
0.321638;0.321639;0.750009
0.437073;-0.121642;0.750009
0.430973;-0.119945;0.765755
0.38647;-0.226985;0.765755
0.391939;-0.230197;0.750009
0.437073;-0.121642;0.750009
0.38647;-0.226985;0.765755
0.312929;-0.312929;0.783205
0.31715;-0.31715;0.765755
0.38647;-0.226985;0.765755
0.31715;-0.31715;0.765755
0.321638;-0.321639;0.750009
0.391939;-0.230197;0.750009
0.431936;-0.120212;0.797164
0.441668;0;0.793673
0.447686;0;0.797164
0.44095;-0.122721;0.793673
0.431936;-0.120212;0.797164
0.447686;0;0.797164
0.387332;-0.227491;0.797164
0.426127;-0.118596;0.793673
0.431936;-0.120212;0.797164
0.395416;-0.232239;0.793673
0.387332;-0.227491;0.797164
0.431936;-0.120212;0.797164
0.317858;-0.317858;0.797164
0.382124;-0.224433;0.793673
0.387332;-0.227491;0.797164
0.324491;-0.324492;0.793673
0.317858;-0.317858;0.797164
0.387332;-0.227491;0.797164
0.31715;0.31715;0.765755
0.321638;0.321639;0.750009
0.230197;0.39194;0.750009
0.312929;0.312929;0.783205
0.31715;0.31715;0.765755
0.226984;0.38647;0.765755
0.31715;0.31715;0.765755
0.230197;0.39194;0.750009
0.226984;0.38647;0.765755
0.391939;-0.230197;0.750009
0.38647;-0.226985;0.765755
0.31715;-0.31715;0.765755
0.223963;-0.381327;0.783205
0.226984;-0.38647;0.765755
0.31715;-0.31715;0.765755
0.230197;-0.39194;0.750009
0.321638;-0.321639;0.750009
0.31715;-0.31715;0.765755
0.447686;0;0.797164
0.426127;0.118596;0.793673
0.431936;0.120212;0.797164
0.457031;0;0.793673
0.447686;0;0.797164
0.431936;0.120212;0.797164
0.431936;0.120212;0.797164
0.426127;0.118596;0.793673
0.382124;0.224433;0.793673
0.426127;0.118596;0.793673
0.381327;0.223964;0.783205
0.382124;0.224433;0.793673
0.382124;0.224433;0.793673
0.381327;0.223964;0.783205
0.312929;0.312929;0.783205
0.381327;0.223964;0.783205
0.31715;0.31715;0.765755
0.312929;0.312929;0.783205
0.224433;-0.382125;0.793673
0.312929;-0.312929;0.783205
0.313584;-0.313584;0.793673
0.227491;-0.387332;0.797164
0.224433;-0.382125;0.793673
0.313584;-0.313584;0.793673
0.223963;-0.381327;0.783205
0.31715;-0.31715;0.765755
0.312929;-0.312929;0.783205
0.224433;-0.382125;0.793673
0.223963;-0.381327;0.783205
0.312929;-0.312929;0.783205
0.227491;-0.387332;0.797164
0.313584;-0.313584;0.793673
0.317858;-0.317858;0.797164
0.232239;-0.395417;0.793673
0.227491;-0.387332;0.797164
0.317858;-0.317858;0.797164
0.115486;0.414952;0.750806
0;0.430085;0.750806
0.121642;0.437072;0.750009
0;0.430085;0.750806
0;0.453012;0.750009
0.121642;0.437072;0.750009
0.223963;0.381327;0.783205
0.226984;0.38647;0.765755
0.119944;0.430973;0.765755
0.226984;0.38647;0.765755
0.121642;0.437072;0.750009
0.119944;0.430973;0.765755
0.118348;-0.425237;0.783205
0.119944;-0.430973;0.765755
0.226984;-0.38647;0.765755
0.121642;-0.437072;0.750009
0.230197;-0.39194;0.750009
0.226984;-0.38647;0.765755
0.44095;-0.122721;0.793673
0.447686;0;0.797164
0.457031;0;0.793673
0.45146;-0.125646;0.783205
0.44095;-0.122721;0.793673
0.457031;0;0.793673
0.395416;-0.232239;0.793673
0.431936;-0.120212;0.797164
0.44095;-0.122721;0.793673
0.404842;-0.237775;0.783205
0.395416;-0.232239;0.793673
0.44095;-0.122721;0.793673
0.324491;-0.324492;0.793673
0.387332;-0.227491;0.797164
0.395416;-0.232239;0.793673
0.332226;-0.332226;0.783205
0.324491;-0.324492;0.793673
0.395416;-0.232239;0.793673
0.232239;-0.395417;0.793673
0.317858;-0.317858;0.797164
0.324491;-0.324492;0.793673
0.237775;-0.404842;0.783205
0.232239;-0.395417;0.793673
0.324491;-0.324492;0.793673
-0.119945;0.430973;0.765755
0;0.44669;0.765755
0;0.453012;0.750009
-0.121642;0.437072;0.750009
-0.119945;0.430973;0.765755
0;0.453012;0.750009
0.119944;0.430973;0.765755
0.121642;0.437072;0.750009
0;0.453012;0.750009
0.118348;0.425237;0.783205
0.119944;0.430973;0.765755
0;0.44669;0.765755
0.119944;0.430973;0.765755
0;0.453012;0.750009
0;0.44669;0.765755
0.312929;0.312929;0.783205
0.226984;0.38647;0.765755
0.223963;0.381327;0.783205
0.313584;0.313584;0.793673
0.312929;0.312929;0.783205
0.223963;0.381327;0.783205
0.118348;-0.425237;0.783205
0.226984;-0.38647;0.765755
0.223963;-0.381327;0.783205
0.118596;-0.426127;0.793673
0.118348;-0.425237;0.783205
0.223963;-0.381327;0.783205
0;-0.453012;0.750009
0.121642;-0.437072;0.750009
0.119944;-0.430973;0.765755
0;-0.440746;0.783205
0;-0.44669;0.765755
0.119944;-0.430973;0.765755
0.226984;-0.38647;0.765755
0.119944;-0.430973;0.765755
0.121642;-0.437072;0.750009
0.457031;0;0.793673
0.431936;0.120212;0.797164
0.44095;0.122721;0.793673
0.467924;0;0.783205
0.457031;0;0.793673
0.44095;0.122721;0.793673
0.44095;0.122721;0.793673
0.431936;0.120212;0.797164
0.387332;0.227491;0.797164
0.431936;0.120212;0.797164
0.382124;0.224433;0.793673
0.387332;0.227491;0.797164
0.387332;0.227491;0.797164
0.382124;0.224433;0.793673
0.313584;0.313584;0.793673
0.382124;0.224433;0.793673
0.312929;0.312929;0.783205
0.313584;0.313584;0.793673
0.120212;-0.431937;0.797164
0.224433;-0.382125;0.793673
0.227491;-0.387332;0.797164
0.122721;-0.44095;0.793673
0.120212;-0.431937;0.797164
0.227491;-0.387332;0.797164
0.118596;-0.426127;0.793673
0.223963;-0.381327;0.783205
0.224433;-0.382125;0.793673
0.120212;-0.431937;0.797164
0.118596;-0.426127;0.793673
0.224433;-0.382125;0.793673
0.122721;-0.44095;0.793673
0.227491;-0.387332;0.797164
0.232239;-0.395417;0.793673
0.125646;-0.45146;0.783205
0.122721;-0.44095;0.793673
0.232239;-0.395417;0.793673
0;0.440746;0.783205
0;0.44669;0.765755
-0.119945;0.430973;0.765755
-0.226985;0.38647;0.765755
-0.119945;0.430973;0.765755
-0.121642;0.437072;0.750009
-0.230198;0.391939;0.750009
-0.226985;0.38647;0.765755
-0.121642;0.437072;0.750009
0.223963;0.381327;0.783205
0.119944;0.430973;0.765755
0.118348;0.425237;0.783205
0.224433;0.382125;0.793673
0.223963;0.381327;0.783205
0.118348;0.425237;0.783205
0;-0.440746;0.783205
0.119944;-0.430973;0.765755
0.118348;-0.425237;0.783205
0;-0.441668;0.793673
0;-0.440746;0.783205
0.118348;-0.425237;0.783205
0.119944;-0.430973;0.765755
0;-0.44669;0.765755
0;-0.453012;0.750009
-0.118348;-0.425237;0.783205
-0.119945;-0.430973;0.765755
0;-0.44669;0.765755
0.45146;-0.125646;0.783205
0.457031;0;0.793673
0.467924;0;0.783205
0.461756;-0.128512;0.765755
0.45146;-0.125646;0.783205
0.467924;0;0.783205
0.404842;-0.237775;0.783205
0.44095;-0.122721;0.793673
0.45146;-0.125646;0.783205
0.414076;-0.243198;0.765755
0.404842;-0.237775;0.783205
0.45146;-0.125646;0.783205
0.332226;-0.332226;0.783205
0.395416;-0.232239;0.793673
0.404842;-0.237775;0.783205
0.339803;-0.339804;0.765755
0.332226;-0.332226;0.783205
0.404842;-0.237775;0.783205
0.237775;-0.404842;0.783205
0.324491;-0.324492;0.793673
0.332226;-0.332226;0.783205
0.243198;-0.414076;0.765755
0.237775;-0.404842;0.783205
0.332226;-0.332226;0.783205
0.125646;-0.45146;0.783205
0.232239;-0.395417;0.793673
0.237775;-0.404842;0.783205
0.128512;-0.461757;0.765755
0.125646;-0.45146;0.783205
0.237775;-0.404842;0.783205
-0.118348;0.425237;0.783205
-0.119945;0.430973;0.765755
-0.226985;0.38647;0.765755
0.118348;0.425237;0.783205
0;0.44669;0.765755
0;0.440746;0.783205
0.118596;0.426127;0.793673
0.118348;0.425237;0.783205
0;0.440746;0.783205
0.313584;0.313584;0.793673
0.223963;0.381327;0.783205
0.224433;0.382125;0.793673
0.317858;0.317858;0.797164
0.313584;0.313584;0.793673
0.224433;0.382125;0.793673
0;-0.441668;0.793673
0.118348;-0.425237;0.783205
0.118596;-0.426127;0.793673
0;-0.447686;0.797164
0;-0.441668;0.793673
0.118596;-0.426127;0.793673
-0.118348;-0.425237;0.783205
0;-0.44669;0.765755
0;-0.440746;0.783205
-0.118596;-0.426127;0.793673
-0.118348;-0.425237;0.783205
0;-0.440746;0.783205
-0.121642;-0.437072;0.750009
0;-0.453012;0.750009
-0.119945;-0.430973;0.765755
0;-0.453012;0.750009
0;-0.44669;0.765755
-0.119945;-0.430973;0.765755
-0.223964;-0.381327;0.783205
-0.226985;-0.38647;0.765755
-0.119945;-0.430973;0.765755
0.467924;0;0.783205
0.44095;0.122721;0.793673
0.45146;0.125646;0.783205
0.478596;0;0.765755
0.467924;0;0.783205
0.45146;0.125646;0.783205
0.45146;0.125646;0.783205
0.44095;0.122721;0.793673
0.395416;0.232239;0.793673
0.44095;0.122721;0.793673
0.387332;0.227491;0.797164
0.395416;0.232239;0.793673
0.395416;0.232239;0.793673
0.387332;0.227491;0.797164
0.317858;0.317858;0.797164
0.387332;0.227491;0.797164
0.313584;0.313584;0.793673
0.317858;0.317858;0.797164
0;-0.457031;0.793673
0.120212;-0.431937;0.797164
0.122721;-0.44095;0.793673
0;-0.467924;0.783205
0;-0.457031;0.793673
0.122721;-0.44095;0.793673
0;-0.447686;0.797164
0.118596;-0.426127;0.793673
0.120212;-0.431937;0.797164
0;-0.457031;0.793673
0;-0.447686;0.797164
0.120212;-0.431937;0.797164
0;-0.467924;0.783205
0.122721;-0.44095;0.793673
0.125646;-0.45146;0.783205
0;-0.478597;0.765755
0;-0.467924;0.783205
0.125646;-0.45146;0.783205
-0.223964;0.381327;0.783205
-0.226985;0.38647;0.765755
-0.31715;0.31715;0.765755
-0.30536;0.30536;0.750806
-0.321639;0.321639;0.750009
-0.230198;0.391939;0.750009
-0.218547;0.372103;0.750806
-0.30536;0.30536;0.750806
-0.230198;0.391939;0.750009
-0.30536;0.30536;0.750806
-0.372103;0.218547;0.750806
-0.321639;0.321639;0.750009
-0.372103;0.218547;0.750806
-0.39194;0.230197;0.750009
-0.321639;0.321639;0.750009
0;0.440746;0.783205
-0.119945;0.430973;0.765755
-0.118348;0.425237;0.783205
0;0.441668;0.793673
0;0.440746;0.783205
-0.118348;0.425237;0.783205
0.224433;0.382125;0.793673
0.118348;0.425237;0.783205
0.118596;0.426127;0.793673
0.227491;0.387332;0.797164
0.224433;0.382125;0.793673
0.118596;0.426127;0.793673
-0.118596;-0.426127;0.793673
0;-0.440746;0.783205
0;-0.441668;0.793673
-0.120212;-0.431937;0.797164
-0.118596;-0.426127;0.793673
0;-0.441668;0.793673
-0.223964;-0.381327;0.783205
-0.119945;-0.430973;0.765755
-0.118348;-0.425237;0.783205
-0.224433;-0.382125;0.793673
-0.223964;-0.381327;0.783205
-0.118348;-0.425237;0.783205
-0.121642;-0.437072;0.750009
-0.119945;-0.430973;0.765755
-0.226985;-0.38647;0.765755
-0.230198;-0.391939;0.750009
-0.121642;-0.437072;0.750009
-0.226985;-0.38647;0.765755
-0.312929;-0.312929;0.783205
-0.31715;-0.31715;0.765755
-0.226985;-0.38647;0.765755
0.461756;-0.128512;0.765755
0.467924;0;0.783205
0.478596;0;0.765755
0.499881;-0.139122;0.682112
0.461756;-0.128512;0.765755
0.478596;0;0.765755
0.414076;-0.243198;0.765755
0.45146;-0.125646;0.783205
0.461756;-0.128512;0.765755
0.44826;-0.263277;0.682112
0.414076;-0.243198;0.765755
0.461756;-0.128512;0.765755
0.339803;-0.339804;0.765755
0.404842;-0.237775;0.783205
0.414076;-0.243198;0.765755
0.367859;-0.367859;0.682112
0.339803;-0.339804;0.765755
0.414076;-0.243198;0.765755
0.243198;-0.414076;0.765755
0.332226;-0.332226;0.783205
0.339803;-0.339804;0.765755
0.263277;-0.44826;0.682112
0.243198;-0.414076;0.765755
0.339803;-0.339804;0.765755
0.128512;-0.461757;0.765755
0.237775;-0.404842;0.783205
0.243198;-0.414076;0.765755
0.139122;-0.499882;0.682112
0.128512;-0.461757;0.765755
0.243198;-0.414076;0.765755
0;-0.478597;0.765755
0.125646;-0.45146;0.783205
0.128512;-0.461757;0.765755
0;-0.51811;0.682112
0;-0.478597;0.765755
0.128512;-0.461757;0.765755
-0.31715;0.31715;0.765755
-0.321639;0.321639;0.750009
-0.39194;0.230197;0.750009
-0.312929;0.312929;0.783205
-0.31715;0.31715;0.765755
-0.38647;0.226985;0.765755
-0.31715;0.31715;0.765755
-0.39194;0.230197;0.750009
-0.38647;0.226985;0.765755
-0.39194;0.230197;0.750009
-0.437073;0.121642;0.750009
-0.38647;0.226985;0.765755
-0.437073;0.121642;0.750009
-0.430974;0.119945;0.765755
-0.38647;0.226985;0.765755
-0.118348;0.425237;0.783205
-0.226985;0.38647;0.765755
-0.223964;0.381327;0.783205
-0.118596;0.426127;0.793673
-0.118348;0.425237;0.783205
-0.223964;0.381327;0.783205
0.118596;0.426127;0.793673
0;0.440746;0.783205
0;0.441668;0.793673
0.120212;0.431937;0.797164
0.118596;0.426127;0.793673
0;0.441668;0.793673
0.317858;0.317858;0.797164
0.224433;0.382125;0.793673
0.227491;0.387332;0.797164
0.324491;0.324492;0.793673
0.317858;0.317858;0.797164
0.227491;0.387332;0.797164
-0.120212;-0.431937;0.797164
0;-0.441668;0.793673
0;-0.447686;0.797164
-0.122721;-0.44095;0.793673
-0.120212;-0.431937;0.797164
0;-0.447686;0.797164
-0.224433;-0.382125;0.793673
-0.118348;-0.425237;0.783205
-0.118596;-0.426127;0.793673
-0.227491;-0.387332;0.797164
-0.224433;-0.382125;0.793673
-0.118596;-0.426127;0.793673
-0.312929;-0.312929;0.783205
-0.226985;-0.38647;0.765755
-0.223964;-0.381327;0.783205
-0.313584;-0.313584;0.793673
-0.312929;-0.312929;0.783205
-0.223964;-0.381327;0.783205
-0.230198;-0.391939;0.750009
-0.226985;-0.38647;0.765755
-0.31715;-0.31715;0.765755
-0.381327;-0.223964;0.783205
-0.38647;-0.226985;0.765755
-0.31715;-0.31715;0.765755
-0.39194;-0.230197;0.750009
-0.321639;-0.321639;0.750009
-0.31715;-0.31715;0.765755
-0.30536;-0.30536;0.750806
-0.218547;-0.372103;0.750806
-0.230198;-0.391939;0.750009
-0.321639;-0.321639;0.750009
-0.30536;-0.30536;0.750806
-0.230198;-0.391939;0.750009
0.478596;0;0.765755
0.45146;0.125646;0.783205
0.461756;0.128512;0.765755
0.51811;0;0.682112
0.478596;0;0.765755
0.461756;0.128512;0.765755
0.461756;0.128512;0.765755
0.45146;0.125646;0.783205
0.404842;0.237775;0.783205
0.45146;0.125646;0.783205
0.395416;0.232239;0.793673
0.404842;0.237775;0.783205
0.404842;0.237775;0.783205
0.395416;0.232239;0.793673
0.324491;0.324492;0.793673
0.395416;0.232239;0.793673
0.317858;0.317858;0.797164
0.324491;0.324492;0.793673
-0.125646;-0.45146;0.783205
0;-0.457031;0.793673
0;-0.467924;0.783205
-0.128513;-0.461757;0.765755
-0.125646;-0.45146;0.783205
0;-0.467924;0.783205
-0.122721;-0.44095;0.793673
0;-0.447686;0.797164
0;-0.457031;0.793673
-0.125646;-0.45146;0.783205
-0.122721;-0.44095;0.793673
0;-0.457031;0.793673
-0.128513;-0.461757;0.765755
0;-0.467924;0.783205
0;-0.478597;0.765755
-0.139123;-0.499882;0.682112
-0.128513;-0.461757;0.765755
0;-0.478597;0.765755
-0.381327;0.223964;0.783205
-0.38647;0.226985;0.765755
-0.430974;0.119945;0.765755
-0.453012;0;0.750009
-0.44669;0;0.765755
-0.430974;0.119945;0.765755
-0.437073;0.121642;0.750009
-0.453012;0;0.750009
-0.430974;0.119945;0.765755
-0.223964;0.381327;0.783205
-0.31715;0.31715;0.765755
-0.312929;0.312929;0.783205
-0.224433;0.382125;0.793673
-0.223964;0.381327;0.783205
-0.312929;0.312929;0.783205
0;0.441668;0.793673
-0.118348;0.425237;0.783205
-0.118596;0.426127;0.793673
0;0.447686;0.797164
0;0.441668;0.793673
-0.118596;0.426127;0.793673
0.227491;0.387332;0.797164
0.118596;0.426127;0.793673
0.120212;0.431937;0.797164
0.232239;0.395417;0.793673
0.227491;0.387332;0.797164
0.120212;0.431937;0.797164
-0.227491;-0.387332;0.797164
-0.118596;-0.426127;0.793673
-0.120212;-0.431937;0.797164
-0.23224;-0.395417;0.793673
-0.227491;-0.387332;0.797164
-0.120212;-0.431937;0.797164
-0.313584;-0.313584;0.793673
-0.223964;-0.381327;0.783205
-0.224433;-0.382125;0.793673
-0.317859;-0.317858;0.797164
-0.313584;-0.313584;0.793673
-0.224433;-0.382125;0.793673
-0.381327;-0.223964;0.783205
-0.31715;-0.31715;0.765755
-0.312929;-0.312929;0.783205
-0.382125;-0.224433;0.793673
-0.381327;-0.223964;0.783205
-0.312929;-0.312929;0.783205
-0.425237;-0.118348;0.783205
-0.430974;-0.119945;0.765755
-0.38647;-0.226985;0.765755
-0.31715;-0.31715;0.765755
-0.38647;-0.226985;0.765755
-0.39194;-0.230197;0.750009
0.499881;-0.139122;0.682112
0.478596;0;0.765755
0.51811;0;0.682112
0.535865;-0.149137;0.599133
0.499881;-0.139122;0.682112
0.51811;0;0.682112
0.44826;-0.263277;0.682112
0.461756;-0.128512;0.765755
0.499881;-0.139122;0.682112
0.48053;-0.28223;0.599133
0.44826;-0.263277;0.682112
0.499881;-0.139122;0.682112
0.367859;-0.367859;0.682112
0.414076;-0.243198;0.765755
0.44826;-0.263277;0.682112
0.394341;-0.394341;0.599133
0.367859;-0.367859;0.682112
0.44826;-0.263277;0.682112
0.263277;-0.44826;0.682112
0.339803;-0.339804;0.765755
0.367859;-0.367859;0.682112
0.28223;-0.48053;0.599133
0.263277;-0.44826;0.682112
0.367859;-0.367859;0.682112
0.139122;-0.499882;0.682112
0.243198;-0.414076;0.765755
0.263277;-0.44826;0.682112
0.149137;-0.535866;0.599133
0.139122;-0.499882;0.682112
0.263277;-0.44826;0.682112
0;-0.51811;0.682112
0.128512;-0.461757;0.765755
0.139122;-0.499882;0.682112
0;-0.555408;0.599133
0;-0.51811;0.682112
0.139122;-0.499882;0.682112
-0.139123;-0.499882;0.682112
0;-0.478597;0.765755
0;-0.51811;0.682112
-0.149138;-0.535866;0.599133
-0.139123;-0.499882;0.682112
0;-0.51811;0.682112
-0.430085;0;0.750806
-0.414952;-0.115486;0.750806
-0.453012;0;0.750009
-0.414952;0.115486;0.750806
-0.430085;0;0.750806
-0.453012;0;0.750009
-0.437073;0.121642;0.750009
-0.414952;0.115486;0.750806
-0.453012;0;0.750009
-0.414952;-0.115486;0.750806
-0.437073;-0.121642;0.750009
-0.453012;0;0.750009
-0.425237;0.118348;0.783205
-0.430974;0.119945;0.765755
-0.44669;0;0.765755
-0.312929;0.312929;0.783205
-0.38647;0.226985;0.765755
-0.381327;0.223964;0.783205
-0.313584;0.313584;0.793673
-0.312929;0.312929;0.783205
-0.381327;0.223964;0.783205
-0.118596;0.426127;0.793673
-0.223964;0.381327;0.783205
-0.224433;0.382125;0.793673
-0.120212;0.431937;0.797164
-0.118596;0.426127;0.793673
-0.224433;0.382125;0.793673
0.120212;0.431937;0.797164
0;0.441668;0.793673
0;0.447686;0.797164
0.122721;0.44095;0.793673
0.120212;0.431937;0.797164
0;0.447686;0.797164
0.324491;0.324492;0.793673
0.227491;0.387332;0.797164
0.232239;0.395417;0.793673
0.332226;0.332226;0.783205
0.324491;0.324492;0.793673
0.232239;0.395417;0.793673
-0.23224;-0.395417;0.793673
-0.120212;-0.431937;0.797164
-0.122721;-0.44095;0.793673
-0.237775;-0.404842;0.783205
-0.23224;-0.395417;0.793673
-0.122721;-0.44095;0.793673
-0.317859;-0.317858;0.797164
-0.224433;-0.382125;0.793673
-0.227491;-0.387332;0.797164
-0.324492;-0.324492;0.793673
-0.317859;-0.317858;0.797164
-0.227491;-0.387332;0.797164
-0.382125;-0.224433;0.793673
-0.312929;-0.312929;0.783205
-0.313584;-0.313584;0.793673
-0.387332;-0.227491;0.797164
-0.382125;-0.224433;0.793673
-0.313584;-0.313584;0.793673
-0.425237;-0.118348;0.783205
-0.38647;-0.226985;0.765755
-0.381327;-0.223964;0.783205
-0.426127;-0.118596;0.793673
-0.425237;-0.118348;0.783205
-0.381327;-0.223964;0.783205
-0.440746;0;0.783205
-0.44669;0;0.765755
-0.430974;-0.119945;0.765755
0.51811;0;0.682112
0.461756;0.128512;0.765755
0.499881;0.139122;0.682112
0.555408;0;0.599133
0.51811;0;0.682112
0.499881;0.139122;0.682112
0.499881;0.139122;0.682112
0.461756;0.128512;0.765755
0.414076;0.243198;0.765755
0.461756;0.128512;0.765755
0.404842;0.237775;0.783205
0.414076;0.243198;0.765755
0.414076;0.243198;0.765755
0.404842;0.237775;0.783205
0.332226;0.332226;0.783205
0.404842;0.237775;0.783205
0.324491;0.324492;0.793673
0.332226;0.332226;0.783205
-0.243198;-0.414076;0.765755
-0.125646;-0.45146;0.783205
-0.128513;-0.461757;0.765755
-0.263278;-0.44826;0.682112
-0.243198;-0.414076;0.765755
-0.128513;-0.461757;0.765755
-0.237775;-0.404842;0.783205
-0.122721;-0.44095;0.793673
-0.125646;-0.45146;0.783205
-0.243198;-0.414076;0.765755
-0.237775;-0.404842;0.783205
-0.125646;-0.45146;0.783205
-0.263278;-0.44826;0.682112
-0.128513;-0.461757;0.765755
-0.139123;-0.499882;0.682112
-0.28223;-0.48053;0.599133
-0.263278;-0.44826;0.682112
-0.139123;-0.499882;0.682112
-0.39194;-0.230197;0.750009
-0.38647;-0.226985;0.765755
-0.437073;-0.121642;0.750009
-0.38647;-0.226985;0.765755
-0.430974;-0.119945;0.765755
-0.437073;-0.121642;0.750009
-0.381327;0.223964;0.783205
-0.430974;0.119945;0.765755
-0.425237;0.118348;0.783205
-0.382125;0.224433;0.793673
-0.381327;0.223964;0.783205
-0.425237;0.118348;0.783205
-0.224433;0.382125;0.793673
-0.312929;0.312929;0.783205
-0.313584;0.313584;0.793673
-0.227491;0.387332;0.797164
-0.224433;0.382125;0.793673
-0.313584;0.313584;0.793673
0;0.447686;0.797164
-0.118596;0.426127;0.793673
-0.120212;0.431937;0.797164
0;0.457031;0.793673
0;0.447686;0.797164
-0.120212;0.431937;0.797164
0.232239;0.395417;0.793673
0.120212;0.431937;0.797164
0.122721;0.44095;0.793673
0.237775;0.404842;0.783205
0.232239;0.395417;0.793673
0.122721;0.44095;0.793673
-0.324492;-0.324492;0.793673
-0.227491;-0.387332;0.797164
-0.23224;-0.395417;0.793673
-0.332226;-0.332226;0.783205
-0.324492;-0.324492;0.793673
-0.23224;-0.395417;0.793673
-0.387332;-0.227491;0.797164
-0.313584;-0.313584;0.793673
-0.317859;-0.317858;0.797164
-0.395417;-0.232239;0.793673
-0.387332;-0.227491;0.797164
-0.317859;-0.317858;0.797164
-0.426127;-0.118596;0.793673
-0.381327;-0.223964;0.783205
-0.382125;-0.224433;0.793673
-0.431937;-0.120212;0.797164
-0.426127;-0.118596;0.793673
-0.382125;-0.224433;0.793673
-0.440746;0;0.783205
-0.430974;-0.119945;0.765755
-0.425237;-0.118348;0.783205
-0.441668;0;0.793673
-0.440746;0;0.783205
-0.425237;-0.118348;0.783205
0.535865;-0.149137;0.599133
0.51811;0;0.682112
0.555408;0;0.599133
0.567578;-0.157963;0.517481
0.535865;-0.149137;0.599133
0.555408;0;0.599133
0.48053;-0.28223;0.599133
0.499881;-0.139122;0.682112
0.535865;-0.149137;0.599133
0.508969;-0.298931;0.517485
0.48053;-0.28223;0.599133
0.535865;-0.149137;0.599133
0.394341;-0.394341;0.599133
0.44826;-0.263277;0.682112
0.48053;-0.28223;0.599133
0.417675;-0.417675;0.517481
0.394341;-0.394341;0.599133
0.48053;-0.28223;0.599133
0.28223;-0.48053;0.599133
0.367859;-0.367859;0.682112
0.394341;-0.394341;0.599133
0.298931;-0.508969;0.517485
0.28223;-0.48053;0.599133
0.394341;-0.394341;0.599133
0.149137;-0.535866;0.599133
0.263277;-0.44826;0.682112
0.28223;-0.48053;0.599133
0.157963;-0.567578;0.517485
0.149137;-0.535866;0.599133
0.28223;-0.48053;0.599133
0;-0.555408;0.599133
0.139122;-0.499882;0.682112
0.149137;-0.535866;0.599133
0;-0.588275;0.517481
0;-0.555408;0.599133
0.149137;-0.535866;0.599133
-0.149138;-0.535866;0.599133
0;-0.51811;0.682112
0;-0.555408;0.599133
-0.157963;-0.567578;0.517481
-0.149138;-0.535866;0.599133
0;-0.555408;0.599133
-0.28223;-0.48053;0.599133
-0.139123;-0.499882;0.682112
-0.149138;-0.535866;0.599133
-0.298931;-0.508969;0.517485
-0.28223;-0.48053;0.599133
-0.149138;-0.535866;0.599133
-0.425237;0.118348;0.783205
-0.44669;0;0.765755
-0.440746;0;0.783205
-0.426127;0.118596;0.793673
-0.425237;0.118348;0.783205
-0.440746;0;0.783205
-0.313584;0.313584;0.793673
-0.381327;0.223964;0.783205
-0.382125;0.224433;0.793673
-0.317859;0.317858;0.797164
-0.313584;0.313584;0.793673
-0.382125;0.224433;0.793673
-0.120212;0.431937;0.797164
-0.224433;0.382125;0.793673
-0.227491;0.387332;0.797164
-0.122721;0.44095;0.793673
-0.120212;0.431937;0.797164
-0.227491;0.387332;0.797164
0.122721;0.44095;0.793673
0;0.447686;0.797164
0;0.457031;0.793673
0.125646;0.45146;0.783205
0.122721;0.44095;0.793673
0;0.457031;0.793673
0.332226;0.332226;0.783205
0.232239;0.395417;0.793673
0.237775;0.404842;0.783205
0.339803;0.339804;0.765755
0.332226;0.332226;0.783205
