x y w c Re(ux) Im(ux) Re(uy) Im(uy) Re(uz) Im(uz)
100.00000000 -100.00000000 0.42206015 2 -0.00071388989346630690 -0.00048457525861799572 0.00069007640740997378 -0.00076855983052865760 -0.00080696129252800466 0.00143396413957248944
100.00000000 -100.00000000 1.57780451 3 -0.00011467105509537817 -0.00014563860961947015 -0.00013910094049174946 -0.00029280479804441052 -0.00028685955447440192 0.00015265560939893313
166.66666667 -33.33333333 2.89383459 1 0.00005554566928157668 -0.00007541877909482161 -0.00002949319025432667 0.00010141130326872950 -0.00005915405112166132 -0.00005918753036432294
233.33333333 -33.33333333 1.99117293 2 -0.00006735567767339080 -0.00035845223627892089 -0.00025911356841823289 0.00125819857181858388 0.00012360829968978903 -0.00003776902717029064
100.00000000 -100.00000000 1.53562406 1 -0.00013103776040986392 -0.00055331404251236890 0.00001651621980258304 0.00061345666769184242 -0.00005260553574716095 0.00007289573621372491
166.66666667 33.33333333 1.51875188 2 -0.00086270438106367741 -0.00003300390260748428 0.00104132230223618108 0.00005697741207890793 -0.00001833221687912874 -0.00000347572006050591
233.33333333 100.00000000 2.36236090 2 -0.00026006079133653151 -0.00011187005594232940 0.00049777777374787200 0.00003107061288781887 -0.00012518162765291307 -0.00011989458075247112
233.33333333 -100.00000000 1.50187970 1 0.00060792327862114288 0.00006100836764891129 -0.00057852156481511744 -0.00009543805224994138 -0.00017895916943112949 0.00023448214083330933
233.33333333 -33.33333333 0.87760902 3 -0.00007315918871633870 0.00041361176794826198 -0.00010679429716868011 -0.00095411038111944490 -0.00167720162084387903 -0.00066107541832800690
233.33333333 -100.00000000 2.80947368 1 0.00011851997513633366 -0.00007248791819149199 -0.00002298231045456366 0.00004655246915602766 -0.00008952082140268828 -0.00021191447244298924
233.33333333 -33.33333333 0.17741353 1 0.00082476959714365000 0.00032022788013817064 0.00240151283036191699 -0.00131194132311432658 0.00538134799535109394 -0.00300888744973324762
100.00000000 100.00000000 2.75042105 3 -0.00000130748099955511 -0.00000181485159431770 0.00002350552396616539 0.00013186067174613725 0.00029679159898941131 0.00001029369101326135
300.00000000 -33.33333333 0.50642105 1 0.00059700631329485140 -0.00071137042709566332 0.00132397828098932378 0.00231020009593805144 -0.00008884550796547925 -0.00001758808040366052
233.33333333 -33.33333333 2.16833083 3 0.00008812494844638800 0.00002928990431709185 -0.00006718429362840739 -0.00014819058580144031 -0.00006715405720358412 0.00035376154962664331
300.00000000 -100.00000000 0.37144361 2 -0.00076735754630399084 0.00052398855141032134 0.00155940049342308153 -0.00176770594316522523 0.00079492438551990248 0.00093204350796122323
300.00000000 33.33333333 0.56547368 3 -0.00060197501798457155 -0.00009029848692565030 0.00051943950182348468 -0.00102027720614115535 0.00038285883249210750 0.00018509250086183332
166.66666667 -100.00000000 0.06774436 1 -0.00013668513131160099 0.00077887558839999490 -0.00200110757130723005 0.00082765705349972134 -0.00600597076046620586 0.03149767946010133268
300.00000000 33.33333333 2.75885714 1 -0.00020979486706722188 0.00010265636887498389 0.00024152995206596275 -0.00003726357470735070 -0.00001323619389074588 -0.00012837389352142586
300.00000000 -100.00000000 3.30720301 1 0.00018588693064315180 -0.00035582785011663232 -0.00006074338708366741 0.00034059192085022355 0.00033237996127550645 -0.00021538402278638258
300.00000000 -100.00000000 0.45580451 2 0.00044749123746648457 0.00009027460944239806 -0.00020111990936763206 0.00132193454791112736 -0.00023631021815670474 0.00007147939569001390
100.00000000 -33.33333333 0.27864662 2 0.00072533811470955583 -0.00206976045939914971 -0.00283659359975302815 0.00258267818940452085 -0.00317947751988784978 0.00425440165657709964
100.00000000 100.00000000 1.53562406 2 -0.00023181602087537895 0.00057122707493544293 -0.00018896050870369533 -0.00006653568987185412 -0.00013229086732696558 -0.00031081909534134218
233.33333333 -33.33333333 1.55249624 1 0.00028766957302034937 0.00074582553085398314 -0.00052849664934766617 -0.00084830259383316178 -0.00007781807024453330 0.00007102573141287640
166.66666667 -100.00000000 2.15145865 3 -0.00002932141164007194 -0.00018419471752531785 -0.00008509960545810996 -0.00016241793713030200 -0.00022022194399008848 0.00030806350576548767
300.00000000 -33.33333333 1.21505263 1 0.00045515683874399387 0.00137831554623674503 0.00024741807955328557 -0.00188538960747202766 0.00005609791114111660 0.00042399103009171446
300.00000000 100.00000000 2.96975940 2 -0.00001486970353345741 0.00035463316860412537 0.00006169099642781380 -0.00055949601809811863 -0.00004098906471443451 0.00015923977285430693
233.33333333 33.33333333 0.22803008 2 0.00014851161528532067 -0.00036240029138678305 -0.00081665782374074286 -0.00158727217949551830 0.00168358128642933637 -0.00179881330626624523
300.00000000 33.33333333 0.36300752 1 -0.00047856269121150402 0.00008830469745017824 -0.00080828302612137765 0.00292371300989998327 -0.00144070429537761983 -0.00184502647650858393
300.00000000 -100.00000000 2.86852632 2 -0.00019457987116431682 0.00004017630257497981 0.00025178821934832197 -0.00001812360070520589 0.00006602985584881537 0.00011064257334958107
233.33333333 -33.33333333 2.67449624 2 0.00001775150233252676 0.00001798078721102746 -0.00012922687989427788 -0.00004370609180673707 0.00001615155044892961 0.00002061220386731025
166.66666667 100.00000000 2.08396992 1 0.00014148839959375860 0.00039997931279736820 -0.00004381651894906023 -0.00065521776384304766 -0.00003409137853914539 -0.00040866038332265343
100.00000000 100.00000000 2.44672180 2 -0.00009149420064333467 -0.00000954125545358053 0.00006059927926217682 0.00008366732159745954 -0.00013660709661710994 -0.00026319646742729309
300.00000000 -33.33333333 0.32082707 2 -0.00007838401861649022 0.00018285239623360934 0.00101752639449771416 -0.00119361640089033350 -0.00012249534477553117 -0.00077759049115927209
233.33333333 -33.33333333 1.86463158 2 0.00024266357660949379 -0.00040634440531889313 -0.00034954465351967351 -0.00016113111519665919 0.00000995685377113554 0.00011543157871040796
100.00000000 -100.00000000 3.29033083 1 0.00038944069986993475 -0.00025336341031425852 -0.00066874913417411230 0.00046943577291897706 0.00015825970806719626 -0.00011712601477551500
300.00000000 -33.33333333 2.57326316 3 -0.00000978617124238674 -0.00004577984289175809 -0.00000544986476734419 0.00009018497818737116 -0.00000789151822295439 0.00005178803826602150
300.00000000 -100.00000000 1.62842105 3 -0.00000873440152175327 0.00037611445891225507 -0.00000370211696187584 -0.00022985298982346172 -0.00030242804727785967 -0.00022670032257843453
233.33333333 -100.00000000 0.48111278 1 0.00026653309653977807 0.00020613522831667730 0.00072426263894957547 0.00094875987363729724 -0.00007927213788927531 -0.00024697530588596133
166.66666667 100.00000000 2.32018045 2 0.00010501518088743991 -0.00008643204924912738 -0.00038370011578571315 0.00017690953799047009 0.00023111729998635336 -0.00029269596121603660
300.00000000 -100.00000000 1.44282707 2 -0.00039500577314199576 0.00044828467945914977 0.00054069779556048427 -0.00047760995144386622 -0.00005628531949980629 0.00001319412575434989
300.00000000 33.33333333 3.03724812 1 -0.00001793066832852606 0.00015623416559882335 0.00009135103139488335 -0.00047213732124644521 -0.00009594159502705689 0.00024753647092617112
100.00000000 -100.00000000 0.68357895 3 -0.00007741441651475714 0.00038212870578895866 0.00057797263720869905 0.00015247435950307213 0.00002134811741530530 -0.00188063568858401410
300.00000000 -33.33333333 3.23971429 1 0.00051886730102978194 0.00027435815910251153 -0.00069039506945657884 -0.00063572798055698098 0.00017420455479866020 0.00000353238241294659
233.33333333 33.33333333 2.09240602 1 -0.00017336498003369342 -0.00024240154329418855 0.00056051462392773133 0.00031856198131461417 0.00022684046968788761 -0.00012414083865512233
233.33333333 -100.00000000 2.25269173 1 -0.00030963137197019405 -0.00003400891220208864 0.00033668149739059011 0.00021395300797838378 -0.00040496570384179471 -0.00006116068148251717
233.33333333 -33.33333333 2.80103759 2 0.00023316833698265419 0.00006111568309384986 -0.00036399428157189386 -0.00006608757904094513 -0.00001895753391812039 -0.00004559688852402855
100.00000000 33.33333333 0.59078195 2 -0.00083065553790270156 -0.00101396863887326599 0.00332299293026861548 0.00252332318852969582 -0.00038382250739069496 0.00083772161550243237
233.33333333 100.00000000 2.15145865 3 0.00015735503520476290 -0.00026146770601241339 -0.00022169075993361608 0.00054808774602935097 -0.00007901653976307651 0.00038665946126247404
100.00000000 -33.33333333 1.39221053 1 0.00013650363934881082 -0.00056155126892102550 -0.00018688806316733951 0.00063822039860068121 0.00000415003720061679 0.00004513245854120655
166.66666667 -100.00000000 1.55249624 3 -0.00019325421694653855 -0.00014720132710679465 0.00011493345669148530 -0.00008852041628338951 0.00011154728960393041 -0.00039606316887176259
233.33333333 33.33333333 0.18584962 3 0.00060911137682761443 0.00016646742244853134 -0.00061531506837739832 -0.00214017952278453471 -0.01309919231972010711 -0.00004706468716389394
300.00000000 -100.00000000 1.33315789 1 0.00061004761416542723 -0.00030633059776010498 0.00013649184630969908 -0.00002299201173346432 -0.00019422978952665103 -0.00016211319894561903
166.66666667 33.33333333 1.69590977 2 -0.00065286577778180692 0.00057190769363452771 0.00129431469447141979 -0.00035469317468058726 -0.00005621196134978929 0.00014691355700529982
233.33333333 100.00000000 1.24036090 3 0.00035172491137123741 0.00065140078808294883 0.00019931841658029616 -0.00100611456321726602 -0.00029458403219144305 0.00005742987684793828
100.00000000 -33.33333333 2.79260150 1 0.00006903003184698153 -0.00016550994497090709 -0.00015929881502348657 0.00023393168050717612 -0.00002556699252704320 -0.00002170631830913044
233.33333333 100.00000000 1.50187970 3 0.00032074703826875250 0.00050617658763692631 -0.00041341663422932595 -0.00051935423022684624 0.00011089576071947520 0.00010382326841668984
100.00000000 -100.00000000 1.49344361 1 -0.00028147784679137121 0.00044201076151825102 0.00038721974710061727 -0.00059344046998263352 -0.00003279432817199929 -0.00014071006954131888
100.00000000 -33.33333333 2.38766917 2 -0.00013308769801246794 0.00008278432767272559 0.00030252277834525890 0.00042098142521323497 0.00003757177825198134 -0.00005443491393346599
300.00000000 -33.33333333 2.30330827 1 -0.00023981419007575060 -0.00012581057488220766 0.00024905084688726155 0.00088884810878729256 0.00006788473283463039 0.00012335379195867256
300.00000000 100.00000000 0.90291729 1 0.00062464529390001961 0.00072249061399281655 0.00073117853162339284 -0.00013933415561380118 -0.00161531609602739924 0.00110159692493677521
300.00000000 -33.33333333 0.81855639 3 0.00047076746521134489 0.00016220654688205800 -0.00064903457208182477 -0.00087271242838335850 -0.00005376478440390948 0.00124996750689334700
100.00000000 -33.33333333 0.78481203 3 -0.00024813193839350738 -0.00025348255276422655 0.00059835063656238102 0.00056379719902770490 0.00228484555364397113 -0.00137154375075410148
233.33333333 33.33333333 1.59467669 3 -0.00037308003729921550 0.00022718145623312722 0.00008613506658430829 -0.00035169683552567211 -0.00019113687886972046 0.00026638867986631808
300.00000000 33.33333333 3.33251128 2 -0.00027455500775741661 -0.00005259550204767924 0.00054925411749379214 0.00015744230966102115 0.00001502842619123860 -0.00007026760302327203
233.33333333 33.33333333 1.35003008 3 -0.00012395510029625491 0.00058704873384381943 -0.00003485543888526787 -0.00052845018828665359 -0.00023898791295080704 -0.00009007543106642426
300.00000000 -100.00000000 1.68747368 2 -0.00013839674013513180 -0.00050334003945111253 -0.00000264904717335329 0.00033890195317570547 -0.00016735604942433641 0.00005527174386871497
300.00000000 100.00000000 0.32082707 2 0.00041182377505406532 -0.00038691810132843277 0.00137283299977458412 0.00086736954465833058 0.00164555772719668391 0.00114635438052406151
300.00000000 100.00000000 1.47657143 3 -0.00021972978739146981 -0.00051759486264797195 0.00030105635733911382 0.00059487907447023649 -0.00003958463327073570 -0.00008239263835010249
100.00000000 100.00000000 0.29551880 1 0.00010032687551204547 -0.00036268939952232252 0.00089326535395973215 0.00077004318318419533 0.00087080775712407483 0.00262883725261173813
300.00000000 100.00000000 2.81790977 2 0.00004311756600795722 -0.00020892080686442065 -0.00010937547232386048 0.00028510094575437259 0.00002343953776544827 -0.00011208634445183966
300.00000000 -100.00000000 0.87760902 3 0.00037733640531253449 -0.00031423551269386089 0.00015921991447639808 -0.00060657919632117599 -0.00105184962116822524 0.00021952292642541632
100.00000000 -100.00000000 2.35392481 2 0.00016937132305863491 -0.00025428873910524491 -0.00013149724820841798 0.00005017124055131441 -0.00042935316507591923 0.00000270954177190432
166.66666667 100.00000000 1.28254135 3 0.00021233277415895989 0.00068425516454995638 -0.00055147996468722973 -0.00090099044629837223 -0.00039624711133840482 0.00034149083548313938
300.00000000 33.33333333 2.59857143 1 -0.00005066956153894713 0.00008341982762638274 0.00012679558985162787 -0.00024962195538812489 0.00002613920812395582 -0.00006729577876842722
100.00000000 100.00000000 0.45580451 1 -0.00044749123746648712 -0.00009027460944239682 0.00018212767753066487 -0.00136304310664826073 0.00018201669757680284 -0.00020886998078281990
233.33333333 -100.00000000 1.59467669 3 0.00005410850513112114 -0.00037898622797326276 -0.00005091473479714576 0.00007865687384181069 0.00015738564814303201 0.00025788477362161219
100.00000000 100.00000000 0.71732331 1 0.00001623478173033143 0.00040282733292773998 0.00092429333664035520 -0.00110709719272643379 0.00084196031906578463 -0.00027486169047090727
166.66666667 100.00000000 1.30784962 2 -0.00052612270859280418 0.00065160156918065445 0.00069209451512819094 -0.00081763501720415404 0.00023481147056759839 0.00028685673722994602
233.33333333 -100.00000000 2.10927820 2 0.00017520458069774478 0.00002490048535309392 -0.00019875319988133457 -0.00029655093436610783 -0.00004777973401067276 -0.00040594115157006015
166.66666667 100.00000000 0.58234586 2 0.00025529062905204193 0.00093862010534886540 -0.00130174194106782406 -0.00184604639764954572 -0.00045311519235155577 -0.00074622475905397524
100.00000000 -100.00000000 0.50642105 2 0.00104771890347053449 0.00004653211007853880 -0.00111635517176851377 0.00011376977555008297 0.00014293915229543968 -0.00028215575322592273
233.33333333 -100.00000000 1.35003008 3 0.00030562560934146976 0.00004105791568281932 -0.00001859972821519194 0.00013436191807916604 0.00018751768968278481 0.00031691838374901218
100.00000000 -100.00000000 1.47657143 2 0.00066428927004082139 0.00019233212327281795 -0.00019053849598809328 0.00003981741047274435 -0.00000277728282825042 0.00006977754123025430
300.00000000 -33.33333333 1.88150376 1 0.00000115702903206330 0.00036652607256653643 0.00097977825814024805 -0.00082008394021676478 -0.00008750471335766922 -0.00047604979269360518
300.00000000 -33.33333333 0.83542857 2 -0.00013366751161715222 0.00133821982078738193 0.00028548647411712088 -0.00288057775625267251 -0.00002347023433263508 -0.00027644741200182949
166.66666667 33.33333333 2.60700752 1 0.00000845345355431395 -0.00001559576217509615 0.00002721844338652882 0.00015313865987770191 -0.00000052728110343363 -0.00000135404386306012
166.66666667 -100.00000000 2.81790977 3 -0.00001231160668724037 0.00000491421169136065 -0.00007852053373811680 0.00016815671145212969 0.00023118323634257491 0.00019080024065542441
166.66666667 100.00000000 2.31174436 1 -0.00012756841858465391 0.00005001848221875517 0.00010192591973757880 -0.00033293048566632036 0.00006354879375835482 -0.00023837290633328320
233.33333333 100.00000000 0.37144361 1 -0.00072151571641725521 0.00004607000873875065 0.00187786241980564131 0.00094498411539487394 -0.00224330550794926870 -0.00109056534713582869
233.33333333 -33.33333333 0.75106767 3 0.00060874642729910025 0.00062014683531287563 -0.00037566967028265107 -0.00041733133447768801 -0.00117792925667566193 -0.00110506186515187316
166.66666667 100.00000000 0.18584962 2 0.00046288296292357813 -0.00092437866348620456 -0.00196142734474733871 -0.00133258291887202698 0.00272902546719100197 -0.01347852326489498708
233.33333333 100.00000000 2.26956391 3 0.00008388867426455813 0.00020620966434756215 -0.00012088887339901611 -0.00044206666786217969 0.00023980578773571465 -0.00014951617178335699
233.33333333 -100.00000000 3.02037594 1 0.00009025387666918701 -0.00000323018479164233 0.00002366964708004608 0.00016661353518684863 0.00013881495996051929 -0.00037393878595150693
166.66666667 -33.33333333 0.29551880 2 -0.00005628331720351235 -0.00031711402137390249 -0.00184615754425600090 0.00020652549812151502 -0.00060151870128415487 0.00221739859795205785
100.00000000 -100.00000000 0.55703759 1 -0.00043252141383674937 -0.00064060717766359440 -0.00051004064770708101 0.00182208515998331758 -0.00017989462672899289 -0.00025952579685018000
166.66666667 -100.00000000 2.01648120 2 -0.00045777399829459881 -0.00013436268312117880 -0.00007242962980961480 0.00045404399622842495 0.00022873754840819330 0.00031263049788372133
233.33333333 33.33333333 1.21505263 1 -0.00129646791375860278 0.00036429831194999165 0.00217057974434065915 -0.00074910752251436483 0.00011328636937331454 -0.00017107371544744512
300.00000000 -33.33333333 3.40000000 1 -0.00010081395286408892 -0.00007894081676575663 0.00010967229867578145 0.00005225887758844059 0.00017604842561180729 -0.00019187031626652419
166.66666667 -100.00000000 1.95742857 3 0.00009410922660406316 -0.00002078720296992051 0.00040597593296200028 -0.00015729981129167905 -0.00008586872300256432 -0.00081047904742102860
100.00000000 33.33333333 1.41751880 1 0.00062701275148985854 0.00003660334542059319 -0.00085152521663819414 0.00005836608037403835 0.00002693092392620610 -0.00000722291634311509
100.00000000 -33.33333333 1.67060150 1 -0.00000660134573974856 0.00039189308042127254 -0.00015192740378022699 -0.00090656939140685698 -0.00001665009749120284 -0.00009315365061877143
100.00000000 -33.33333333 2.74198496 1 -0.00000869816619739191 -0.00001985044360034656 0.00006715537422569715 -0.00000206623669343377 0.00001314925333250857 -0.00003133187091123621
166.66666667 33.33333333 1.58624060 3 0.00053242896937911565 -0.00022265888770163876 -0.00011312970884633463 0.00003070386396336477 -0.00023461393743014555 -0.00006335734323950929
233.33333333 -100.00000000 0.29551880 3 0.00051612044895280202 0.00029122038552181176 -0.00054368033972209751 -0.00130469915945693689 -0.00592815720841709942 0.00103416054235608073
233.33333333 -33.33333333 0.88604511 2 0.00115427146341874771 0.00068055623546793174 -0.00308746835455585202 -0.00070064200965761218 0.00014350751407776353 -0.00033168642405083777
300.00000000 -100.00000000 2.28643609 2 -0.00008772830255269415 0.00012382211972350215 0.00012797668138275257 0.00025820346708009008 0.00005724163909692327 -0.00004724872417390625
233.33333333 -33.33333333 3.01193985 3 0.00026838897894799497 -0.00001814785955686123 -0.00006861722879997657 -0.00011136439084883901 -0.00027880057652748249 -0.00019612147488003286
166.66666667 33.33333333 1.45969925 2 0.00027440617548063624 0.00078039888162495464 -0.00039685669284833080 -0.00113078268890344805 0.00005992943824559443 -0.00005434096395544612
166.66666667 33.33333333 3.29876692 2 0.00035899907731902497 0.00022389210979189519 -0.00080933894340534369 -0.00031248152684285100 -0.00003835237913151538 0.00002594290669148474
300.00000000 -33.33333333 0.78481203 3 -0.00031821620241745466 -0.00082195126704661162 0.00062143827895791718 0.00043256043731745472 -0.00082335086501433927 0.00090659972064435800
166.66666667 100.00000000 2.11771429 3 0.00020918100956306931 -0.00016187456187903847 -0.00065580552673147156 0.00041498528910427197 0.00008869754000790427 0.00052011025280940422
233.33333333 -100.00000000 2.83478195 1 0.00015928354934876930 0.00015315516945270699 -0.00014317209157839051 -0.00005733269113020983 0.00021745548473948297 -0.00007521438189186776
233.33333333 -33.33333333 1.63685714 2 -0.00027163586412863469 0.00043396842829365072 0.00056164975352071707 -0.00072227690317693687 -0.00001721281512973230 0.00012358847396878549
100.00000000 -33.33333333 2.69980451 3 -0.00001710289525482315 -0.00005507591728465599 -0.00007954071274063932 0.00001191898942393159 0.00005798341352791111 0.00017427621894547739
100.00000000 -100.00000000 3.27345865 3 0.00006493801881905756 0.00014566828371274166 0.00022479600373122968 0.00000259150402607464 -0.00015577119926123858 -0.00047835075335547207
166.66666667 33.33333333 2.43828571 1 -0.00017858216862509009 -0.00009838594203297435 0.00035709129697590130 0.00036891339397787030 0.00005004117544154135 0.00001677342748209050
233.33333333 -33.33333333 3.27345865 2 -0.00006823435726021474 -0.00006669893908542397 0.00019960024701219826 0.00021492588270616611 -0.00010111952372995819 0.00004141327654627378
100.00000000 33.33333333 3.15535338 3 -0.00012406010317730689 -0.00025572332175489498 -0.00023719283289896177 -0.00013395692275603045 -0.00016872292276113814 0.00049653885519145317
300.00000000 -33.33333333 1.02945865 1 -0.00088160886447428954 -0.00035167123254775412 0.00296534627309581570 -0.00014955088705359071 0.00098047292252067663 -0.00026087737627370209
233.33333333 33.33333333 1.45969925 1 -0.00027440617548062925 -0.00078039888162495789 0.00038067887832922734 0.00113737211201146107 -0.00002664880549313617 -0.00006581944746758959
233.33333333 -33.33333333 1.23192481 2 -0.00088353024623108618 0.00037025120141181695 0.00075260738633739108 -0.00107415165126634941 0.00007724050071001567 0.00002900967738484269
100.00000000 33.33333333 2.92757895 1 0.00022859234034170537 -0.00003483925596724802 -0.00043484291235539984 0.00002495955552856211 0.00000292171188875518 0.00005568617136063818
233.33333333 -100.00000000 2.44672180 3 -0.00007278701086432024 0.00005746856269288444 0.00001087059573044640 -0.00001025803586953539 0.00012269685145369494 -0.00000425186436415812
300.00000000 -100.00000000 0.31239098 3 0.00022064244648058048 0.00012599857305651009 0.00044719679814609708 -0.00018181016732293789 0.00060325107176350276 -0.00447400255146044451
100.00000000 -33.33333333 0.97884211 2 0.00110727260014188721 -0.00045639300996483351 0.00020697612798987704 0.00227950611047829203 -0.00003541060325501489 -0.00093988949323405197
166.66666667 -33.33333333 0.26177444 1 0.00061964832374592827 0.00135102159189734514 -0.00222932918032305591 -0.00122418252835137185 0.00076768640152293063 0.00167622907782304054
100.00000000 -100.00000000 0.29551880 1 0.00010032687551204479 -0.00036268939952232269 0.00089326535395973312 0.00077004318318419468 -0.00087080775712408014 -0.00262883725261172989
100.00000000 100.00000000 0.67514286 3 -0.00015281122827294184 -0.00005743372995915325 0.00070750710527389530 -0.00096267081592024607 -0.00029381472538977178 -0.00271332364338346815
166.66666667 -100.00000000 0.17741353 2 -0.00046644306396765862 -0.00029792090846230464 -0.00163421567636341715 0.00073078936949017968 0.01373513623274058223 0.00581578217608261834
166.66666667 -33.33333333 2.61544361 3 0.00000854522680683156 0.00002344404779764072 0.00003335149804421161 -0.00001820330114740493 0.00001185966626403312 -0.00010487001575627783
100.00000000 -100.00000000 0.05930827 3 0.00024117896086261667 -0.00006449041719905958 -0.00313562411556967540 -0.00847715184255005971 -0.07317826091254175935 0.02686021641071871871
100.00000000 100.00000000 1.03789474 2 0.00030501648521699079 0.00023962654921404799 -0.00113197599862369904 0.00027583565353596838 0.00042789016020397567 -0.00210582303976178907
233.33333333 -100.00000000 1.82245113 1 0.00037024098756102084 -0.00040233175773953623 0.00017675306530732276 0.00021456177059164132 0.00030720735529010168 -0.00020648613262777351
233.33333333 33.33333333 1.11381955 1 0.00048537118189698424 0.00002499773878818685 0.00011653387161711063 0.00045061342862052496 0.00017275229910749951 -0.00041722157486105671
166.66666667 -100.00000000 0.59078195 1 -0.00013545825496823991 -0.00054514376173752559 0.00152710582504797238 0.00099905528321860915 0.00012075947726283197 0.00073377851115160870
166.66666667 -100.00000000 1.39221053 1 0.00032370900598930040 -0.00065770201047314006 -0.00051263180922812097 0.00079557382655596586 0.00001719343960736396 0.00003396812071197085
100.00000000 -100.00000000 0.83542857 1 0.00035487825158364517 0.00115002383606974145 0.00047329404603021959 -0.00202429956026278475 0.00053579929117348484 0.00043858096235844818
100.00000000 -33.33333333 1.54406015 1 0.00027827349551132874 0.00044834807778091061 -0.00054233080631411502 -0.00080165433886415771 -0.00006509679571433509 -0.00001106403209195996
100.00000000 -33.33333333 2.80947368 2 0.00017025310987293853 0.00026313232256121982 -0.00007342427447905487 -0.00034226053587964327 -0.00006097260232227874 -0.00013700573244787204
233.33333333 -33.33333333 1.00415038 3 -0.00023215412896589266 -0.00047708493716601115 -0.00012522031446717411 -0.00056378891905210716 -0.00067613125354047502 0.00073500165763623127
300.00000000 -100.00000000 2.36236090 3 -0.00000917315737978780 0.00000396751276988093 -0.00003417711824094957 0.00002679651888131019 0.00004857945952768135 -0.00016526970610745731
300.00000000 100.00000000 2.44672180 2 0.00003426612390001736 0.00003546922130709825 0.00009050008261594138 -0.00023531124208595047 0.00000730767750314731 0.00005667314376676407
100.00000000 -100.00000000 0.19428571 3 -0.00031580905313917899 -0.00034348699007035940 -0.00296658361210988237 0.00199710120470401744 0.01111399144844255060 0.01480809645734664468
166.66666667 -100.00000000 0.48954887 1 0.00071767575770990239 0.00052059721054123681 -0.00108876696246784773 -0.00207976759268773845 -0.00007329288294260397 0.00008117651332772308
233.33333333 -33.33333333 1.49344361 2 -0.00014166987272220982 0.00061966775245331088 0.00020778427338823674 -0.00096283875847992029 -0.00003628319307618269 0.00006087212880834208
