w Re(f(w)) Im(f(w))
41203.007518797 -7.39937477860477E-06 -1.65133174232302E-05
41699.2481203007 -1.08645718159371E-05 1.00418913759233E-05
42195.4887218045 1.81013683596713E-05 2.13259445928793E-06
42691.7293233083 -1.17006606890376E-05 -5.60619207766889E-06
43187.969924812 -5.73892231029863E-06 5.48824515066591E-06
43684.2105263158 9.17252816033176E-06 -3.99319269584112E-06
44180.4511278196 -2.33747919564938E-05 -1.22751509685591E-05
44676.6917293233 1.4045344212742E-05 2.84296442766215E-07
45172.9323308271 4.5056068225708E-06 -1.21063364216763E-07
45669.1729323308 -1.43731458980081E-05 -5.25007985108021E-07
46165.4135338346 -2.28888581020667E-06 4.22575394873529E-06
46661.6541353383 1.35623379223449E-05 -6.63831027703428E-06
47157.8947368421 -1.86476705379645E-05 3.66320686836772E-06
47654.1353383459 9.58487338124055E-06 1.34100645611238E-06
48150.3759398496 4.04103973444147E-06 -9.68059756497345E-06
48646.6165413534 -6.92490184993972E-06 8.89844931091279E-06
49142.8571428571 7.61783694648311E-06 5.57918905159332E-08
49639.0977443609 -7.1698473607625E-06 -3.4312385378722E-06
50135.3383458647 -2.65651987519965E-06 1.54439169704581E-06
50631.5789473684 4.27526543336114E-06 5.56155939506139E-06
51127.8195488722 5.07433805113171E-06 -1.74245299063767E-06
51624.0601503759 -1.29393042259421E-05 -5.63684218218959E-07
52120.3007518797 4.97375570912097E-06 1.45367554937732E-06
52616.5413533835 4.97193177931239E-06 -1.17718841582198E-06
53112.7819548872 -1.61358791270719E-05 6.37680562077409E-06
53609.022556391 1.63299710723421E-05 -1.0450524518942E-06
54105.2631578947 -7.9337281665552E-06 -5.20753174677618E-06
54601.5037593985 2.00613655093856E-06 4.02086361540164E-06
55097.7443609023 1.57762532210507E-07 -1.02125167993474E-07
55593.984962406 7.37184655112702E-06 -1.44592897283898E-06
56090.2255639098 -1.33820841937145E-05 -5.50450668941006E-07
56586.4661654135 1.26950834717162E-05 6.27305602458451E-06
57082.7067669173 -3.0568300339697E-06 -8.86957526155267E-06
57578.947368421 -8.8461575716157E-06 1.00063656778481E-05
58075.1879699248 1.26072532288041E-05 -4.68066586824124E-06
58571.4285714286 -7.5804601573592E-06 -3.28252687686668E-06
59067.6691729323 7.74389232489113E-07 7.12047475076675E-06
59563.9097744361 5.01057347362001E-06 -5.23139319957461E-06
60060.1503759398 -4.83862827639613E-06 5.6802977597558E-07
60556.3909774436 -2.55349250465219E-06 4.2593432348125E-07
61052.6315789474 5.42699371310947E-06 1.71696842015548E-06
61548.8721804511 -2.31822442547802E-06 -6.03394637068048E-06
62045.1127819549 -4.05110393136701E-06 3.51416143586209E-06
62541.3533834586 7.22385406164287E-06 6.58388511265871E-06
63037.5939849624 -3.86972110193487E-06 -1.14705786500943E-05
63533.8345864662 -4.26687125550612E-06 1.12490184582647E-05
64030.0751879699 8.81280521928117E-06 -1.3870568780709E-06
64526.3157894737 -9.66063240827602E-06 -7.60603257866332E-06
65022.5563909774 4.48808524483951E-06 9.21781447991315E-06
65518.7969924812 5.69553508761651E-07 -1.75519472248295E-05
66015.0375939849 -2.94468314998506E-06 7.50402243103926E-06
66511.2781954887 4.50563758072749E-06 -3.81960360536736E-06
67007.5187969925 2.65414528832688E-06 1.98872137513558E-06
67503.7593984962 3.07216589895498E-06 -2.08004086057527E-07
68000 -2.65806283977644E-06 7.32927038019301E-07
68496.2406015038 2.79887610754581E-07 1.35478153275528E-06
68992.4812030075 -1.68213209532622E-06 -6.00491992741097E-06
69488.7218045113 -8.96349037606034E-07 -8.3281214479779E-08
69984.962406015 9.33368937575611E-06 4.06388853962814E-06
70481.2030075188 -2.60134428021295E-06 -5.4679154182237E-06
70977.4436090226 -3.88683594123562E-07 3.64162212202075E-06
71473.6842105263 2.2836961827265E-06 -1.31282282606473E-06
71969.9248120301 -2.8157442969675E-06 -2.47781175060641E-06
72466.1654135338 6.28515506445042E-07 3.99354748529914E-06
72962.4060150376 9.69029222849101E-07 -3.68342017726166E-06
73458.6466165413 1.04900386410468E-07 -5.74790177483992E-07
73954.8872180451 -2.58098317191649E-06 1.2266773203745E-07
74451.1278195489 -1.59110004204459E-07 2.61645006502584E-06
74947.3684210526 1.8437709035631E-06 -5.31736243149724E-07
75443.6090225564 -2.57530174769709E-06 -1.8590285420112E-06
75939.8496240601 2.46887697151774E-09 4.52047363546432E-06
76436.0902255639 1.89651588978227E-06 -1.92235403571441E-06
76932.3308270677 -1.64202672933827E-06 -2.82695279333814E-07
77428.5714285714 1.00712986975857E-06 2.59167237176216E-06
77924.8120300752 5.4386811355286E-07 -2.64565978632619E-06
78421.0526315789 -2.89623058212419E-06 9.1677598949391E-07
78917.2932330827 2.87781830770396E-06 1.62020000658433E-06
79413.5338345865 9.99683272148938E-07 -4.09232156952718E-06
79909.7744360902 -5.9671764321738E-06 -1.64264072584439E-06
80406.015037594 4.77536095242434E-07 1.35480153104869E-06
80902.2556390977 1.46578876516737E-06 1.51359159676248E-06
81398.4962406015 -5.06011590154199E-07 -2.57964058514417E-06
81894.7368421053 -1.91973318814361E-06 1.49414035631079E-06
82390.977443609 1.26837144176138E-06 3.24855024792799E-07
82887.2180451128 -1.0571972708715E-06 -7.10604678597055E-07
83383.4586466165 -2.67518429212517E-07 6.96615820533175E-07
83879.6992481203 2.06305952761114E-06 -5.01654472052458E-08
84375.9398496241 -6.34917631623585E-07 -1.24904876914754E-06
84872.1804511278 -8.92282748818156E-07 1.48762448271971E-06
85368.4210526316 7.74256993103902E-07 5.86187584433712E-07
85864.6616541353 -1.20045301784505E-06 -1.32020877213675E-06
86360.9022556391 -5.8766457632308E-07 7.19986611441179E-07
86857.1428571428 7.92034211750023E-08 7.55351982761537E-07
87353.3834586466 2.28350548621404E-07 -8.87017396686865E-07
87849.6240601504 -4.73948872581756E-07 5.98766971881031E-07
88345.8646616541 9.76622161900424E-07 -5.47483176944031E-07
88842.1052631579 -1.17656768767605E-06 1.37850311975724E-07
89338.3458646616 6.75551564720723E-07 -6.4768948086185E-08
89834.5864661654 2.04058816466619E-08 -3.86163319162215E-07
90330.8270676692 -7.05512025462381E-07 -1.27380337496366E-07
90827.0676691729 -3.38440752095026E-07 1.02982645128068E-06
91323.3082706767 5.6882798869086E-07 -6.66503701851884E-07
91819.5488721805 -1.6258278515229E-07 -1.18817401871203E-08
92315.7894736842 1.01139738287626E-06 -3.35209820891202E-07
92812.030075188 -2.83269342726697E-07 7.62335994424212E-07
93308.2706766917 1.01444630754694E-06 1.91117165727568E-08
93804.5112781955 -1.68165439975313E-07 -3.0436309652237E-07
94300.7518796992 1.52645743166609E-08 5.82643344216749E-07
94796.992481203 5.30530763861941E-07 2.86513328349747E-07
95293.2330827068 5.97172612483694E-07 4.25595989314388E-07
95789.4736842105 1.05859999770215E-06 -2.45415845912171E-07
96285.7142857143 -2.51585332620492E-07 -1.52242477161295E-06
96781.954887218 -5.39432872652161E-07 -9.45622591454454E-07
97278.1954887218 -2.02599642186237E-06 1.11143301639682E-06
97774.4360902255 2.63262050710353E-07 4.16327879647908E-07
98270.6766917293 -1.49722684781191E-06 -2.21262024240681E-06
98766.9172932331 5.46533765667116E-07 8.42110465108921E-07
