w Re(f(w)) Im(f(w))
90330.8270676692 2.97294352653836E-06 1.28307286952875E-06
90827.0676691729 3.01020291006699E-07 -2.9649377747915E-06
91323.3082706767 -2.2492129549748E-06 -6.05880591371717E-07
91819.5488721805 -8.11294487773254E-07 1.80515484745453E-06
92315.7894736842 2.42715326255426E-06 3.44951965512427E-06
92812.030075188 -9.34361651617116E-08 -4.14167079111547E-06
93308.2706766917 -5.99221952132516E-06 4.66719452716627E-07
93804.5112781955 1.81125783109899E-06 2.94759497894684E-06
94300.7518796992 2.51070252554643E-06 -1.23492320207466E-06
94796.992481203 -2.05299371869335E-06 -1.85710822442926E-06
95293.2330827068 5.81001544905678E-07 2.86320436496161E-06
95789.4736842105 3.45820682958603E-06 -2.21997252077114E-06
96285.7142857143 5.5475096477648E-07 2.87042964730659E-07
96781.954887218 -1.31014604441005E-07 1.5294994064511E-06
97278.1954887218 2.68585233300978E-06 -2.98228176370949E-06
97774.4360902255 -2.7079297999671E-06 -1.45021058160404E-06
98270.6766917293 -6.76124907504693E-07 2.53771789648182E-06
98766.9172932331 5.32582552483003E-06 3.14334549005199E-06
99263.1578947368 2.97202353451686E-06 -3.50154828008289E-06
99759.3984962406 -5.87790231856198E-06 -4.52683808578369E-06
100255.639097744 8.36337979363694E-06 5.39639045943553E-06
100751.879699248 2.53287645662352E-06 -3.92819378659672E-06
101248.120300752 -2.36667384201248E-06 6.98607336782539E-07
101744.360902256 8.72858412198575E-07 5.1036120048916E-07
102240.601503759 2.79689559589842E-06 -7.66688016406552E-07
102736.842105263 -2.85586487657435E-08 -6.54238609772284E-06
103233.082706767 -4.18163417308511E-06 1.64675685328668E-08
103729.323308271 1.73763430949875E-06 4.84636992775202E-07
104225.563909774 3.99354746801497E-06 2.05362107154231E-06
104721.804511278 -1.75512910711328E-06 -2.07114113030673E-06
105218.045112782 -1.80211801143706E-06 3.22025437900612E-07
105714.285714286 4.27210875458253E-07 -3.42688588268643E-07
106210.526315789 -1.83317743076279E-06 -1.27899053306112E-06
106706.766917293 1.35978890129441E-06 7.35023722570089E-07
107203.007518797 1.40209551051601E-06 -9.06878206995927E-07
107699.248120301 -1.36722717789226E-06 -1.38745503172614E-06
108195.488721805 7.20343972388192E-07 4.09178014331192E-06
108691.729323308 9.80260687110303E-07 -9.62542915182022E-07
109187.969924812 -1.05583437338593E-06 -7.01884574287844E-07
109684.210526316 -1.83463147164549E-07 6.67031652916584E-07
110180.45112782 -3.48002947503688E-06 -2.07631389350706E-06
110676.691729323 4.64596478923747E-06 -5.59447740527412E-06
111172.932330827 -2.21189341467033E-06 -3.42603128082509E-06
111669.172932331 -3.97447076829321E-06 2.91816607726302E-06
112165.413533835 1.9557519971944E-06 3.28010796007529E-06
112661.654135338 2.08746837153299E-06 -1.825555549454E-06
113157.894736842 -3.24427846638308E-06 -1.12002417070758E-06
113654.135338346 -4.44683902435061E-07 2.13914312326626E-06
114150.37593985 1.02680954861068E-06 4.63270497441625E-07
114646.616541353 -3.53729563846069E-06 -1.58561397574069E-06
115142.857142857 -4.65815268543234E-07 -5.24141776673682E-07
115639.097744361 -1.32513701062271E-06 2.69659493353817E-07
116135.338345865 -7.21364342347052E-07 5.52918073448058E-06
116631.578947368 1.41298143202704E-07 -4.35459862998359E-07
117127.819548872 -2.2453416017715E-06 2.7962774799628E-07
117624.060150376 -3.25325267632069E-06 1.23901113092536E-06
118120.30075188 -1.08709822089215E-05 9.15333159812157E-06
118616.541353383 2.39109466717391E-06 6.1691265082928E-06
